word,count
出售,2
国有企业,2
出个,1
没处,1
绿色,2
长期收益,1
加起来,1
爆出来,1
去告,1
八万,7
两万五,1
定金,1
结清,1
不管了,1
第四年,1
做就,1
总会,1
用吧,1
中肯,1
预计,2
这周,1
办完,2
新疆,2
西藏,1
照射,1
时间长,1
需求,1
更大,1
什不,1
去哪里,1
挨揍,1
0036,1
精准,3
贫困户,2
利好,2
五万块,1
几毛,1
介绍人,1
很容易,4
收割,2
悄悄的,1
用处,1
发无储,1
平谷,1
局限,1
也多,1
理论值,2
好看,1
往上走,1
一大片,1
山地,1
他又,1
不乐意,1
六年,6
时说,1
套住,1
在我,1
爷家,1
只知道,1
根本就是,1
扯淡,2
收购,1
价才,1
一毛,1
价是,1
最低,2
五毛,1
商用,3
工,1
八毛,1
谁也不知道,1
几万块,3
砸,4
不着,1
听到,2
心动,2
也该,2
还可以,13
三四万,1
还不错,1
担忧,1
早晚,1
三十几年,1
谁知道,1
几十年,2
我爷,2
被叫,1
上房,1
扫雪,1
我也不知道,1
还把,1
太慢,1
放弃了,1
脾气,1
肯定会,2
些钱,1
姑姑家,1
种地,2
亏损,4
也会,1
给我们,2
丰收,1
价时,2
闹灾,1
但没,1
闹点,1
灾价,1
一亩,1
朋友家,1
姑妈,1
给银行,1
火,1
冷,1
我是一个,1
保险业,1
从业,1
保险理赔,1
理赔,3
年全,1
岗位,2
财产险,2
意康险,1
财产综合险,1
一保,1
运营商,1
代为,3
投保,1
有很多,2
套用,1
保险责任,1
索赔,1
睁一只眼,1
闭一只眼,1
很小,1
不超过,2
负担得起,1
控制,1
四五百,1
275,1
瓦,5
投机,2
大棚,1
是一种,2
散户,1
我跟,1
交流,1
富裕,1
的原则,1
很大程度上,1
人却,1
刷,1
很简单,2
化肥,2
种子,2
农药,2
涨,2
原先,3
烧煤,2
取暖,2
烧气,2
荒山野岭,1
多得是,1
要在,3
百分百,1
大笑,2
问过,1
我了,4
嗝,1
一是,1
二是,1
舆论压力,1
短时间,1
发展壮大,1
的别,1
说好听,1
356,1
晴天,1
你以为,1
抱歉,1
万套,1
天真,1
都拿,1
寻思,1
万块,7
钱交,1
都用不完,1
动,1
就上,1
稳赚,1
阴阳,2
双,1
最拿手,1
承包,1
二包,1
三包,1
最有,1
轮到,6
好项目,2
对国家,1
你有,5
甜,1
接到,1
一个问题,1
太大,2
我就是在,1
国企,6
固定资产投资,1
长期,6
投资项目,1
稳定性,1
退坡,1
变少,1
年度,1
大修,1
重置费用,1
不保,2
说白了,5
使用权,2
金融机构,1
商贷,1
融资租赁,4
设备采购,1
阶段,2
均无,1
议价,1
权,1
见鬼,1
老爹,1
42,1
十一万,2
买下,1
到底是谁,2
谁的,2
给他,1
去买,3
只看,1
却没,1
承担的,1
2011,1
地理,1
加来,1
碍于,1
狗屁,1
老同学,1
面子,1
运,1
拉走,3
谁不,1
装要,1
违约金,2
谷子,3
爱困,1
斯坦,1
百平,1
一千多块,2
征信,1
变白,1
出了,4
向日葵,2
想要,3
联合银行,1
推出,1
这家,2
世界上最大,1
股东,1
骗你,10
要小心,1
江苏徐州,2
沛县,2
30,11
也对,2
很重视,2
只要是,3
老家人,2
让你,1
我疯了,1
那户,1
炸了,1
打雷,2
来找,1
办了,2
吃了,1
贷了,2
以为自己,1
花言巧语,1
老早,1
真的假的,1
不差,1
咱玩,1
不沾,1
盗用,1
扯蛋,2
希望不要,1
这都,1
按了,4
按不,1
纸质,1
给谁,1
收电,1
你跟,1
能撑,1
担心了,1
回娘家,1
前两年,1
一千块钱,1
就相当于,1
出租,3
能贷款,3
钱养,1
大西北,2
起来了,1
全国,3
全球,2
生产的,4
工商业,2
做户,1
是一家,2
子公司,1
大股东,1
设计院,1
合作方,1
城投,1
成熟了,1
夕阳,1
前景,1
骗能,1
门槛,2
传开,1
想坏,1
比重,1
不小的,1
身,1
在这个,1
很能,1
感受到,1
决心,1
缺,1
有限责任公司,1
细品,1
前院,1
院里,1
严严实实,1
每一滴,1
渗着,1
血,1
租地,1
方是,1
银行贷款资金,1
仅凭,1
一纸,1
不签合同,1
不给钱,1
哪门子,1
都说,4
不坑,2
是什么原因,1
供暖,1
500,4
往死,1
不够用,1
太贵,2
十几年,3
卖钱,2
骗你的,1
我弱,1
弱,1
不知情,3
出分,1
坏以,1
放在,3
和你,1
远大于,1
万亩,1
荒无人烟,1
戈壁,1
21,1
层面,1
宅基地,3
财产,1
抵押物,2
贪小失大,1
那会,1
正规渠道,3
夹,2
在里面,1
还是不错的,1
遮阳,2
足,1
顶层,1
我和,1
私人企业,1
包皮,1
或者说,3
十几家,1
zf,2
全包,2
公告,1
上有,1
一行,1
小字,1
统一安排,1
后果自负,1
家电下乡,2
长了,4
没装,2
房屋租赁合同,2
外地,1
陪同,1
才敢,1
接受,3
都不理你,1
电子,6
你和,1
作用,2
擦屁股,1
没法,2
看不到,2
背,4
治,1
你吗,1
第一家,1
我去,1
才去,1
淘汰,2
乙方,3
要去,1
烦,3
楼顶上,1
大功率,1
年底,1
那笔,1
拿了,1
怎么这么,1
五大,1
电力集团,1
🤨,1
我怀疑,2
有没有看过,1
乱说话,1
上个月,1
代理商,1
拿我手机,1
一个多月,1
我多,1
心眼,1
分清,1
人民网,1
好评,1
担保方,2
没收,1
坑货,3
租赁公司,1
听见,1
凌乱,1
大学生,1
费劲,1
踏入,1
挖坑,1
这么低,2
只能用,1
反思,1
楼上,5
只提供,1
又叫,1
没贷,1
留给,1
钻,1
把好,1
不跟,1
区分,1
还款额,1
垫付,1
闹事,1
收取,2
稻谷,1
一两个,1
星期,1
你说我,1
干什么呢,1
上大学,1
讲到,1
老师说,1
九成,1
玩得动,1
企,1
商企,1
违法行为,1
两分钟,1
浪费时间,1
绕圈子,1
音频,1
会做,1
途径,1
运营,3
农夫,1
把握,1
误以为,1
收税,1
土地税,1
平价,1
集中式,2
了一些,1
但也不是,1
当我们,1
傻子,5
这烂,1
剧本,1
就想,4
就怕,1
半路,1
广西人,1
广西,1
水电站,4
多得,1
乱来,1
方都,1
拿货,1
退款,1
夸大,1
到极点,1
楼房,2
全县,1
几千,3
没法用,1
洗澡,1
早晨,1
冰凉,1
全天,1
插电,1
那一,1
大桶,1
水,1
得多,1
费电,1
电热水器,1
2300,1
降息,1
还剩,3
一两百,1
有风险,1
运转,1
直接进入,1
涉嫌,1
最怕,1
上一年,1
我现在,2
做的是,1
需要提供,1
电能,1
美丽,1
暖气,1
管子,1
墙上,1
也别,1
平均寿命,1
更长,1
转换,1
往日,1
欠缺,1
法律意识,1
转,1
内销,1
就如同,1
镇,1
辐射,4
收集,2
热能,1
光能,2
内蒙,2
太少了,2
成片,1
纳闷,1
能做,2
科普,2
你一说,1
有多,4
底薪,1
综合,1
月收入,1
15000,1
封顶,1
 ,41
团建,1
聚餐,1
旅游,1
携带,1
家属,1
评定,1
优秀员工,1
给予,1
奖励,1
打卡,1
坐班,1
工作时间,1
自由,2
试用期,1
这饼,1
画得,1
真香,1
多谢,1
抱拳,1
来问,2
婆婆,1
大意,1
可卖,3
支配,1
任意,1
乐见,1
成的,1
增强,1
鉴别,1
汽车租赁,1
抓捕,1
搜寻,1
诈骗者,1
说不上,1
省电,1
要发展,1
来安,1
坎公骑,1
冠剑,1
俺村,1
空着,1
跟他们说,1
跟我,2
媳妇,1
我不敢,1
这个村,1
太弱,1
直,1
不拔,1
点毛,1
村口,1
出不去,1
唱反调,1
提出,3
既能,1
是指,1
民众,2
大幅,1
流动,1
增加税收,1
又能,1
你所,1
难点,1
正府,1
增加,1
好感度,1
惠民,1
和谐,1
掉,1
你让,2
别一,1
别把,1
愚蠢,1
文化,1
净化水,1
利国利民,1
坏透,1
总说,1
万恶,1
资本主义国家,1
我们是不是,1
国考,1
考,1
这行,1
有一套,1
一个字,2
无非是,1
体量,1
工业,7
越到,1
越坑,1
起飞,1
火力发电,1
多元化,1
鼓励,1
老美断,1
了你的,1
航路,1
你用,4
是一年,1
没电,1
装装,2
后一,1
头疼,1
年安,1
无非,1
全资,2
产权,3
发出,2
来电,1
约定,2
受益,1
卖价,1
有一个,7
10000,3
倍,2
然后就,1
算出,1
来自于,1
电气,1
线路,1
网箱,1
框架,1
吹嘘,1
前提条件,1
咋成,1
意外事故,1
由谁来,2
房屋结构,1
坍塌,1
雷击,1
干脆,1
地震,1
很早以前,1
思之,1
令人,1
发笑,1
最厉害,1
村官,1
寨子,1
一个叫,1
哥,1
一蹶不振,1
单位,1
职工,3
麻花,1
🤪,1
说个,1
最简单,1
要安到,1
空地,1
看上,4
弄点,2
几率,2
就少,3
一辈子,3
太行,3
高压,1
检测,1
项目经理,1
我也没,1
拉黑了,1
十八周岁,1
周岁,1
看重,1
很想,1
七十,1
不符合,1
年龄,1
在学校,1
大四,1
毕业,2
四份,1
签到,1
一半,7
才发现,1
多想,1
不合适,3
个人信用,1
当天,1
又给,1
换个人,1
没签,1
循环,1
就业,1
主就,1
二笔,1
😄,1
分给,1
愿,1
愿挨,1
管不着,1
👍,1
🏻,1
向博,1
主道,1
个歉,1
吹牛,1
写过,1
小说,2
老板,5
发明人,1
新行业,1
开创者,1
说这些话,1
七八年,4
家庭式,1
板能,1
捂眼,1
呜呜,2
好怕,1
正邦,1
纳尼,1
情报,1
系假,1
乱,1
电源,2
大方向,1
规划,1
用发,3
这块,1
专项,2
专办,1
转贷,1
南方,2
内蒙古,1
是否是,2
合规,1
你不信,1
三大,1
我建议你,1
坑农,1
一式两份,1
群里,1
不安,1
焊过,1
架子,1
老房子,1
生怕,1
一脚,1
把房子,1
破了,1
分期付款,1
刚开始,1
比较少,1
还行吧,1
同志,1
带领,1
有没有人,1
通俗易懂,1
听懂,1
不知道是不是,2
热门,2
四百多,1
邪门歪道,1
现在不行,1
贴钱,1
五百块,2
供电局,2
打钱,2
大牌子,4
电池板,2
热镀锌,2
苦力,2
干活,2
攻略,2
现房,2
证件,2
齐全,2
纠纷,2
农村用电,1
千万别,2
巨贵,1
保修期,1
短,1
弯弯绕,1
绕,1
幺,1
蛾子,1
可以直接,1
抢,1
都不现实,1
我在外面,1
转发,1
授权,1
否,1
中招,2
发给你看,1
背了,1
金融租赁公司,1
八万多,2
扣,2
卖电钱,1
后发,1
电钱,1
够不够,1
阿弥陀佛,1
通告,1
年国考,1
申论,1
真题,1
这一步,1
给自己,1
儿女,1
头铁,1
投,5
我的音乐,1
你听,1
不火,1
没有人知道,1
并用,1
补足,1
吃大亏,3
别装,1
保养,3
嘻嘻,1
没良心,2
我一个,2
也做,1
账,1
实实在在,1
算清楚,1
同事,1
年限,1
不怕了,1
不动,1
B,5
老有,1
账号,1
创作的,1
兜底,3
以前不,1
新出来,1
非法,1
官方,3
认证,6
装不装,1
不跟你,1
随便你,1
赚到钱,1
五五分,1
扭头,1
他能,1
终止,1
全拿,1
鬼,1
偷,1
近年,1
再生能源,1
建筑设计,1
把它们,1
是因为,2
解决问题,1
无所谓,1
要我,2
花点钱,1
东北,3
冬天,3
放屁,2
很久,1
设备维修,1
发布,1
你不是,1
取关,1
王八蛋,1
公知,1
有谁,1
实名,1
具体化,1
净化,2
环境,1
道听途说,1
主讲,1
客观,1
多方,1
共赢,1
不排除,1
上会,1
铤而走险,1
问了,1
装完了,1
才说,1
租了,3
期限,1
他妈,1
再怎么说,2
保质期,1
我也会,1
不在,2
两,1
纯纯,2
空手套白狼,1
我一分钱,1
我让,3
贷款给,1
我我,1
去给,1
美其名曰,1
你找一个,1
一笔钱,1
十年之后,1
抓狂,1
设备厂,1
抛售,1
货物,1
篮子,1
人有,1
是他,1
属实,1
不懂啊,1
保佑,1
骗出来,1
好几种,1
纯租,1
给结,1
我忘了,1
据我,1
收点,1
场地费,1
你呀,1
不想当,1
老子,1
骗术,1
万恶之源,1
ai,1
取代,1
北京,1
达内,1
卵用,1
我朋友,1
发电厂,1
电厂,5
获取,1
他像,1
看我,1
压根,3
缺电,1
卖点,3
风力,1
昧良心,1
听起来,1
哪来,1
本事,1
高利贷,1
银行放贷,1
贷就贷,1
挂点,1
不起来,1
两年多,1
已赞,1
首页,1
老夫,1
掐指一算,1
你得,1
富家,1
牵头,1
32,1
第一批,1
到账,1
320,1
履行,1
装作,2
看不见,2
不履行,4
纵容,2
犯罪,2
30w,2
要动,2
装修,2
长时间,2
撸,2
羊毛,2
不是这个,2
要花费,2
钱要,2
好久,2
自产自销,2
风险意识,2
连入,2
缓解,2
文件,3
没几个人,2
看得懂,2
底层,2
入职,2
全家,2
拉着,2
亲朋好友,3
我一直,2
我对,2
带坏,2
风气,2
企鹅,2
某博,2
某讯,2
坏掉,2
贴合,2
实际情况,3
先取,2
请,2
用词,2
断章取义,2
不重要,2
洗衣机,2
一个样,4
并入,4
当发,2
完之后,2
银行会,2
买走,2
百分之八十,2
三十年,2
相当于,3
电业局,2
口子,2
谁家,2
可以说,2
理由,2
逃避,2
敛财,2
骗骗,2
擦亮,2
眼看,2
找人,2
跑不了,2
在县城,2
两套,2
区的,2
怪我咯,2
让银行,2
收走,2
车子,2
拿走了,2
区区,2
见过,2
不经过,2
就动,2
阿婆主,3
你了,1
存定期,1
写进,1
好几户,1
投入,5
没想到,1
不收钱,1
世界上,1
怎么看,1
就看,1
合算,4
不合算,2
讲故事,2
邻居家,1
不是很,2
修房子,1
不方便,1
我也要,1
一码事,1
在上海,1
保油,1
科技有限公司,1
上海,1
博主说,1
兆瓦,2
九折,1
交给,1
红线,1
输出,1
介绍一下,1
正事,1
杀鸡取卵,1
短期,5
惊悚,1
盲人摸象,1
式的,1
论述,1
假装,1
不可信,1
研发,1
二道贩子,1
背锅,1
真累,2
在装,1
有两个,1
花费,1
7w,1
领,2
村安,1
没听说过,1
谈到,1
反倾销,2
扔回去,1
最可恨,1
消化,1
吃上,1
喝口,1
汤,2
观察者,1
网,1
最恶心,1
不懂得,1
一阵,1
认认真真,1
联通,1
是一个,2
美名,1
曰,1
不知道怎么回事,1
为了钱,1
狗东西,1
持平,1
叨叨,1
嫖,1
不合格,1
已是,1
普遍现象,1
自杀,2
两万块,1
江湖,2
是怎么,2
确认,1
私企,1
我只能,1
中心,1
个币,1
视频播放,1
公司员工,1
占领,1
但就,1
对你,1
炸骗,1
不长,1
打个,1
不错了,2
我才,1
我点,1
赞,1
投币,1
浓眉,1
可爱,1
酒窝,1
美女,1
上了吗,1
减碳,1
排放,1
美子,1
扣板,1
乱带,2
老乡们,1
擦亮眼睛,1
有关单位,1
脸红,1
评论的,1
准确,1
我还以为,1
平房,2
24,1
恒温,1
17,1
挺贵,1
装机容量,2
不记得了,1
140,1
刷到,1
都是一个,2
模版,1
乡下,1
务农,1
正式,1
风控,1
过得,1
好贷,1
辛苦,1
告诉我一下,1
我不怕,1
没骗,1
头上,1
原本,1
险恶,2
人心,1
贪心,1
名下,1
有房,1
限购,1
听不懂,1
真得,1
三间房,1
就是我,1
百八十,1
摄像头,1
工作证,1
涉事,1
录,1
即便是,1
也没什么,1
追责,1
临时工,1
托辞,1
公路,1
沙雕,1
工程,1
不少人,1
密集,1
减轻,1
什么用,1
身份,1
轻易,1
枪,1
指着,1
嫌弃,1
张口,1
一枪,1
换一个,1
润,1
看透,1
透,1
一出,1
补漏,1
真有假,1
进度条,1
到一半,1
看看谁,1
要是没有,1
地头蛇,1
分利,1
做成,2
很贵,1
扯,1
大旗,1
优势,1
投资小,1
咯,1
要走,1
逼逼,1
赖,1
赖的,1
复印件,1
正确,1
鼻子,2
好黑,1
结局,3
并不多,1
美事,1
滴,1
偶家,1
晒衣服,1
被子,1
花生,1
玉米,1
油菜籽,1
芝麻,1
咸菜,1
业主,1
民房,1
就够了,1
救命啊,2
拍了,1
手印,1
怎么办啊,1
一律,1
一下子,1
就告,1
下来了,1
条例,1
哈哈哈哈,1
反问,1
屋面,2
别去,1
并网发电,1
贪越,1
丢失,1
一分,1
投资规模,1
一定程度,1
进坑,1
我安,1
给对方,1
手机号,1
这只,1
立意,1
很恶心,1
不如说,1
号码,1
这两者,1
恶意,1
取缔,2
电信局,1
耸人听闻,1
买电脑,1
自己学,1
电脑城,1
整机,1
非常容易,1
旗杆,1
现在怎么样了,1
好奇,1
核心,1
有各种,1
想回,1
本会,1
滚蛋,1
照样,1
好用,1
稀疏,1
卖方,1
弄得,1
通常都是,1
从未见过,1
厚颜,1
无耻之徒,1
猪狗不如,1
面签,1
他方,1
小桀,1
就装,3
零食,1
陈慧琳,1
半自动,1
机器,1
月光,1
对我来说,1
很好用,1
几千块,2
离网,1
国际上,1
成绩,1
有云,1
一将,1
功成,1
万骨,1
枯,1
辩证,1
瞎说,1
怎么处理,1
交点,1
好丑,1
刮风,2
把那些,1
吹下来,2
爸车,1
口吻,1
防,1
绝望,1
要想,1
发财,1
留着,1
晒被子,1
风景,1
想起,1
恶势力,1
两种,2
不失,4
投下去,4
变现,12
买房子,2
另一种,2
实物,4
三五年,2
就完全,2
你存,2
一直都在,2
前提下,2
买个,6
可以卖,3
百分之十,3
可笑,2
沒,2
29750,2
8500,2
返还,4
板坏,2
毛多,5
整体,2
投资收益,2
会很,2
漫长,2
很高,5
全额,3
模式下,2
投资回报,2
会计,2
折旧,5
投资额,4
除以,2
核算,7
初始,2
这笔钱,2
养老保险,2
型,4
当做,3
应该说,2
玩具,4
持续,2
以后会,2
引路人,2
不合理,2
固定资产,2
投入了,2
资产,4
耗损,2
增值,6
10%,4
就是这个,3
就为,2
等价,2
东西连,2
通货膨胀,10
的干,2
还谈,2
片的,2
半衰期,2
转换率,2
降下去,2
哭吧,2
血本无归,2
归宿,2
腰斩,2
新人,2
很难受,2
入,2
能达到,4
23%,2
上升了,2
猛建,2
点点,2
你找我,2
33,4
类,2
资源,3
区里,2
本期,2
多回,2
没意思,2
视作,2
供电系统,2
家人,2
过上,2
更好,2
做不了,2
赶不上,2
通胀,7
能量,2
来源,2
课,2
代表,2
持续走高,2
我存,3
年入,2
百万,2
来买,2
玩玩吧,2
机会成本,3
闲钱,4
试试看,2
他是个,2
标的,2
抽出,2
一小时,2
两单,2
外卖,2
这多,2
550W,1
再降,2
再过几年,1
5000W,1
租聘,1
就以,1
高出,1
市场价,1
耗电,1
讲卖,1
安安稳稳,1
十来,1
不出事,1
觉的,1
我认为,1
身处,1
偏远地区,1
省点,1
清洁能源,1
自给,1
810,3
国产,1
硅板,1
好快,1
那要,1
板块,1
能在,1
炎热,1
45,1
太高,2
这一堆,1
破烂,1
污染物,2
倒,1
不便宜,1
放置,1
火灾,1
隐患,1
爆燃,1
吓人,1
不降,1
大坑,1
来过,1
下回,1
本要,1
麻烦事,1
意义,3
光衰,1
新手,1
熬到,1
第三个,1
赌博,1
回本路,1
tm,1
出场,1
买下来,1
建,4
个小,2
建个,1
再把,1
水发,1
搞个,2
毛线,1
三年来,1
下雨天,1
看到了,1
多盖个,1
阳光房,1
洗白,1
有份,1
我看下,1
搭棚,2
没比,1
光看,1
我想问一下,1
被告,1
4w,1
龙头股,1
装好,1
一万多,1
做一套,1
买了一套,1
瞐,1
多晶,1
单晶,3
多一倍,1
540,1
450,1
硬通,1
不亏,6
年化,2
9%,1
连续,1
阴雨天,1
不足以,1
要不要,1
清灰,2
灰尘,5
不清,1
会不会影响,1
收回成本,1
不错,6
投资回报率,3
才合,1
1200h,1
江苏,1
泰州,1
伪,2
隔热,4
很不错,1
我怎么感觉,1
够呛,1
修,1
嗯嗯,1
唧唧,1
还小,1
电够,1
多长时间,1
自我介绍,1
相亲,1
卫星,1
老哥,1
吃点,1
补一补,1
全卖,1
毛能,1
还需要,1
赚翻,1
爆发了,1
不打算,1
隔热层,2
了解到,1
便装,1
很坑,1
问题是,3
电压,1
限电,1
台风,1
吹,1
单晶硅,1
逐年递减,1
四万块,1
存存,1
饿了,1
私营,1
学校,1
路,1
走啊,1
不值钱,1
就难,1
嘲笑,1
口音,1
语言,1
没教养,1
不礼貌,1
转化率,2
也差,1
一千五百,1
5kw,1
多大,1
分摊,1
那么多年,1
并不比,1
接口,1
到手,2
031,1
造福人类,1
58,1
一换,2
更新,3
算进去,1
雇,1
送给,1
打理,1
高是,1
阴险,1
这那,1
占个,1
这还,1
年化算,1
也是醉了,1
好生意,1
期国债,1
无风险,1
后会,1
陈旧,1
风化,1
旧,1
不把,3
算入,1
集体农庄,1
享受,2
5%,5
路边,2
洗吗,1
亏死,1
互联网,1
一票,1
就跑,1
等你回,1
本时,1
慢慢吞吞,1
是啥,1
吉林,1
哪查,1
回本率,1
折旧率,1
流动资产,2
亏钱,2
刚买,1
辆车,1
转手,1
人工,1
根本无法,1
转让,1
无边,1
赔死,1
去试,1
3900,1
没趣,1
阶梯,4
发了,2
2W,1
多度,1
对于我来说,1
天台,1
迎来,1
大发展,1
死了,3
投资属性,1
装倒,1
😌,1
人嘴,1
真贱,1
大哥,1
电卖,1
上网呀,1
挣大钱,2
那不,2
挣点,2
31500,2
可以再,2
压,2
一压,2
住在,2
跑过去,2
操,2
偷工减料,2
一起干,2
看着他,2
每颗,2
裹,2
保护层,2
绝缘胶带,2
缠得,2
死死的,2
现在没有,2
老天爷,2
雨,2
4500,2
6127,2
实话实说,2
谈不上,2
都算,2
到死,2
一大笔钱,2
死贵,2
不要想,2
补充,2
没有什么,2
投资价值,2
大而,2
以卖,2
收购价,4
以大,2
承受,2
在市区,2
商品房,2
空间,2
来度,4
力气,2
我看到,2
最靠,2
指导,2
小别墅,2
千把,2
早到,2
档,2
支出,2
节省,3
大城市,2
百,2
很明显,2
托,2
表演,2
算笔,2
帐,2
通胀率,2
6%,3
105931,2
才算,4
人工成本,2
十万多,2
月入,2
1765,2
假设,4
2010,4
2020,4
购买力,2
年来,2
通货膨胀率,2
约,2
7%,4
上年,2
27,2
6400,2
远远超过,2
想屁,2
买基金,2
38,2
轮不到,2
044,2
倒挂,2
谷时,2
万存,2
银行利息,1
也够,1
抵消,1
说吧,3
照明灯,2
装满,2
8W,2
能交,3
天数,4
大型,3
人口,2
分布,2
绝大多数,2
灾害,2
非常低,2
一场,2
考虑到,2
庞大,2
没地,2
傻乎乎,2
库存,2
偏差,2
整天,2
目标客户,2
少女,2
偏远,1
山区,1
断电,2
极强,1
其他地方,1
税,1
算了算,3
789,2
凑整,4
900,2
我再,2
八十年,2
也用,2
记录,2
水费,4
一月,2
燃气费,2
涨得,4
二百多,2
三百多,2
四百,2
忽略,2
毛五,1
西欧,2
两三,2
最足,1
13500,1
净收入,1
11500,1
83000,2
真是一个,1
一个好,2
翻,2
几倍,2
尼玛,1
成本低,2
日照时间,1
也长,1
专人,1
当局者迷,1
旁观者清,1
不做,1
刮风下雨,1
挂了,1
都不行,1
割,1
韭菜,1
消纳,1
七毛多,1
集资,1
核电站,1
节能减排,3
区辣,1
大尾巴,1
已经成为,1
常态,1
耐高温,1
耐,1
气候变化,1
沙尘,1
清理,1
充足的,2
太少,1
间隔,1
过帐,1
哑口无言,1
自建房,1
请问你,2
便捷,1
室外,1
直射,1
看得,1
我笑死了,2
134,1
可把,1
日期,1
有哪个,1
外国,1
几块钱,1
电才,1
你哦,1
太难,1
90,1
广东地区,1
56wkh,1
玩玩,3
备用,1
创新,1
新技术,1
新产品,1
一地,1
鸡毛,1
万变不离,1
其钱,1
做广告,1
自发电,1
抢着,1
8w,7
折损率,1
不坏,1
不止一个,1
讲过,1
不交,1
来卷,1
10kw,1
包工包料,1
含,1
运费,1
60k,1
德威,1
外行,1
就在这里,1
笑死了,1
损耗,1
都还,1
保有,1
75%,1
配电,1
设施,1
流入,1
笑死人,1
高海拔,1
污染,1
就差不多了,1
在这里,1
云,1
玩点,1
拿一点,1
你给我,1
第二个,1
不懂装懂,1
叫唤,1
讲得,1
本额,1
自发,1
很划算,1
两码事,1
最大化,1
例外,1
切实可行,1
买卖合同,1
一千多,1
一两万,1
电缆,1
几百,1
一米,1
DIY,1
的小,1
鱼池,1
供氧,1
弄个,1
供着,1
有得赚,1
角,1
是那种,2
的需求,1
棚子,1
－,1
算少,1
余钱,1
你干嘛,1
万度,1
琢磨,1
如何解决,1
用不上,1
用不起,1
太搞笑了,1
送到,1
接,1
市电,1
沙漠,1
批量,1
采购成本,1
欧洲人,1
不买,1
多少人,1
可以通过,1
这项,1
凑钱,1
修路,1
致富,1
该有多好,1
出差,1
两句,1
解释,2
某件事,1
这个概念,1
你就可以,1
死期,1
差别,1
基准,2
期望,1
报酬率,1
8%,1
越高,1
抗风险能力,1
越强,1
可行,1
有兴趣,1
公式,1
借助,1
科学计算器,1
终值,1
现值,1
年金,1
更快,1
认识一个,1
广照,1
降雨,1
发挥的,1
参考,1
亿利,1
洁能,1
万千瓦,2
413,1
亿多,1
毛利,1
百分之,1
62,1
在建,1
备,2
用用,1
矿机,1
50%,1
都用,1
王道,1
先花,1
出去了,1
十几二十年,1
3500,1
23714286,1
12V,1
紧急,1
可控,1
突发事件,1
一天赚,1
天回,3
不适合,1
2500,1
实在,1
试试,1
讲了,1
沼气池,1
装点,1
不时之需,1
辅助,1
C,1
普通家庭,1
不卖,1
车,2
充电,1
算能,1
违章,1
搭盖,1
我笑了,1
输,1
不回,1
了看,1
小工,1
坊,1
很头疼,1
有没有什么,1
机电,1
捡到,1
的自己,2
控制器,1
HJT,1
转行,1
想知道,1
有哪些,1
槽点,1
优点,1
能源危机,1
有前途,1
养殖,1
种植业,1
托比,1
定期存款,1
利率,1
太扯,1
大马路,2
告辞,1
更三差,1
五,2
亮,1
看看你,1
仨,1
箱子,1
受得了,1
成本高,1
回本慢,1
最适合,1
店铺,1
冤种,1
加装,1
电梯,1
保养费,1
玩过,1
一轮,1
无利可图,1
200300,1
烧开水,1
也就是个,1
命题,1
文不对题,1
文化程度,1
太低,1
动手能力,1
强,2
部件,1
说明书,1
接线,1
想拿,1
省省,1
死你,1
拦住,1
那曲,1
用着,1
环保产业,1
就算了,2
化石,1
凑热闹,1
爱好,1
自己动手,1
快感,1
不可以,1
个人投资,1
鬼了,1
街上,1
商铺,1
肥,1
硅,1
一口,1
随便找,1
条,1
小溪,1
发动机,1
六七百,1
平能,1
🌸,1
养蜂人,1
必备,1
3bb,1
50kw,1
2200,1
省流,1
空气质量,1
要好,1
很麻烦,1
高原,1
瓦房,1
北方,1
供暖费,1
僵尸,1
充不,1
砸了,1
民用,1
点个,1
再走,1
亏欠,1
增幅,1
两万多,1
一般吧,1
玻璃钢,1
坚挺,1
共享,1
单车,1
fet,1
顶天,1
年里,2
可能出现,1
恶劣,1
死利,1
炒股,1
牛熊,1
交替,1
熊到,1
看不得,1
总能,1
翻个,1
极少数人,1
